2020,J. Intelligent & Robotic Syst.,"Robotic Standard Development Life Cycle in Action.",Joanna Isabelle Olszewska; Michael Houghtaling; Paulo Jorge Sequeira Gonçalves; Nicola Fabiano; Tamás Haidegger; Joel Luis Carbonera; William Remington Patterson; S. Veera Ragavan; Sandro Rama Fiorini; Edson Prestes,https://doi.org/10.1007/s10846-019-01107-w,null,J,no_arxiv,0
2020,J. Intelligent & Robotic Syst.,"Robotic Standard Development Life Cycle in Action.",Joanna Isabelle Olszewska; Michael Houghtaling; Paulo Jorge Sequeira Gonçalves; Nicola Fabiano; Tamás Haidegger; Joel Luis Carbonera; William Remington Patterson; S. Veera Ragavan; Sandro Rama Fiorini; Edson Prestes,https://doi.org/10.1007/s10846-019-01107-w,null,J,no_arxiv,0
