2021,J. Intelligent & Robotic Syst.,"Controlling a Unicycle Mobile Platform Pushing 1 and 2 Passive Trailers.",Diego Nunes Bertolani; Vinícius Pacheco Bacheti; Mário Sarcinelli Filho,https://doi.org/10.1007/s10846-021-01478-z,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"Controlling a Unicycle Mobile Platform Pushing 1 and 2 Passive Trailers.",Diego Nunes Bertolani; Vinícius Pacheco Bacheti; Mário Sarcinelli Filho,https://doi.org/10.1007/s10846-021-01478-z,null,J,no_arxiv,0
