2024,J. Intelligent & Robotic Syst.,"A Procedural Constructive Learning Mechanism with Deep Reinforcement Learning for Cognitive Agents.",Leonardo de Lellis Rossi; Eric Rohmer; Paula Dornhofer Paro Costa; Esther Luna Colombini; Alexandre da Silva Simões; Ricardo Ribeiro Gudwin,https://doi.org/10.1007/s10846-024-02064-9,null,J,no_arxiv,0
2024,J. Intelligent & Robotic Syst.,"A Procedural Constructive Learning Mechanism with Deep Reinforcement Learning for Cognitive Agents.",Leonardo de Lellis Rossi; Eric Rohmer; Paula Dornhofer Paro Costa; Esther Luna Colombini; Alexandre da Silva Simões; Ricardo Ribeiro Gudwin,https://doi.org/10.1007/s10846-024-02064-9,null,J,no_arxiv,0
