2024,J. Intelligent & Robotic Syst.,"Towards Automatic Code Generation for Robotic Soccer Behavior Simulation.",Raoni Sales; Ana Patrícia Fontes Magalhães Mascarenhas; Marco A. C. Simões; Josemar Rodrigues de Souza,https://doi.org/10.1007/s10846-023-02036-5,null,J,no_arxiv,0
2020,J. Intelligent & Robotic Syst.,"A Dataset Schema for Cooperative Learning from Demonstration in Multi-robot Systems.",Marco A. C. Simões; Robson Marinho da Silva; Tatiane Nogueira 0001,https://doi.org/10.1007/s10846-019-01123-w,null,J,no_arxiv,0
