2021,J. Intelligent & Robotic Syst.,"ROSI: A Robotic System for Harsh Outdoor Industrial Inspection - System Design and Applications.",Filipe A. S. Rocha; Gabriel Garcia; Raphael F. S. Pereira; Henrique D. Faria; Thales H. Silva; Ricardo Halfeld R. Andrade; Evelyn S. Barbosa; André Almeida; Emanuel Cruz; Wagner Andrade; Wenderson Gustavo Serrantola; Luiz Moura; Héctor Azpúrua; André Stanzani Franca; Gustavo Pessin; Gustavo Medeiros Freitas; Ramon R. Costa; Fernando C. Lizarralde,https://doi.org/10.1007/s10846-021-01459-2,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"ROSI: A Robotic System for Harsh Outdoor Industrial Inspection - System Design and Applications.",Filipe A. S. Rocha; Gabriel Garcia; Raphael F. S. Pereira; Henrique D. Faria; Thales H. Silva; Ricardo Halfeld R. Andrade; Evelyn S. Barbosa; André Almeida; Emanuel Cruz; Wagner Andrade; Wenderson Gustavo Serrantola; Luiz Moura; Héctor Azpúrua; André Stanzani Franca; Gustavo Pessin; Gustavo Medeiros Freitas; Ramon R. Costa; Fernando C. Lizarralde,https://doi.org/10.1007/s10846-021-01459-2,null,J,no_arxiv,0
