2021,J. Intelligent & Robotic Syst.,"A Rhythmic Activation Mechanism for Soft Multi-legged Robots.",Rafaela Aparecida Garcia Sampaio; Fabrício Lopes e Silva; Cristiano de Souza de Carvalho; Gabriel Matos Araujo; Milena Faria Pinto; Diego Barreto Haddad; Felipe Maia Galvão França,https://doi.org/10.1007/s10846-021-01345-x,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"A Rhythmic Activation Mechanism for Soft Multi-legged Robots.",Rafaela Aparecida Garcia Sampaio; Fabrício Lopes e Silva; Cristiano de Souza de Carvalho; Gabriel Matos Araujo; Milena Faria Pinto; Diego Barreto Haddad; Felipe Maia Galvão França,https://doi.org/10.1007/s10846-021-01345-x,null,J,no_arxiv,0
