2021,J. Intelligent & Robotic Syst.,"Cooperative Localization and Mapping with Robotic Swarms.",Anderson Grandi Pires; Paulo A. F. Rezeck; Rodrigo Chaves; Douglas G. Macharet; Luiz Chaimowicz,https://doi.org/10.1007/s10846-021-01397-z,null,J,no_arxiv,0
2020,Swarm Intelligence,"Spatial segregative behaviors in robotic swarms using differential potentials.",Vinicius Graciano Santos; Anderson Grandi Pires; Reza Javanmard Alitappeh; Paulo A. F. Rezeck; Luciano C. A. Pimenta; Douglas G. Macharet; Luiz Chaimowicz,https://doi.org/10.1007/s11721-020-00184-0,top,J,no_arxiv,0
