2021,J. Intelligent & Robotic Syst.,"Three-Dimensional Mapping with Augmented Navigation Cost through Deep Learning.",Felipe G. Oliveira; Armando Alves Neto; David Howard 0001; Paulo V. K. Borges; Mario F. M. Campos; Douglas G. Macharet,https://doi.org/10.1007/s10846-020-01304-y,null,J,no_arxiv,0
2020,J. Intelligent & Robotic Syst.,"Extending Maps with Semantic and Contextual Object Information for Robot Navigation: a Learning-Based Framework Using Visual and Depth Cues.",Renato Martins; Dhiego Bersan; Mario F. M. Campos; Erickson R. Nascimento,https://doi.org/10.1007/s10846-019-01136-5,null,J,no_arxiv,0
