2023,J. Intelligent & Robotic Syst.,"Jubileo: An Immersive Simulation Framework for Social Robot Design.",Jair Augusto Bottega; Victor Augusto Kich; Junior Costa de Jesus; Raul Steinmetz; Alisson Henrique Kolling; Ricardo Bedin Grando; Rodrigo da Silva Guerra; Daniel Fernando Tello Gamarra,https://doi.org/10.1007/s10846-023-01991-3,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"Soft Actor-Critic for Navigation of Mobile Robots.",Junior Costa de Jesus; Victor Augusto Kich; Alisson Henrique Kolling; Ricardo Bedin Grando; Marco Antônio De Souza Leite Cuadros; Daniel Fernando Tello Gamarra,https://doi.org/10.1007/s10846-021-01367-5,null,J,no_arxiv,0
