2021,J. Intelligent & Robotic Syst.,"Health Monitoring System for Autonomous Vehicles using Dynamic Bayesian Networks for Diagnosis and Prognosis.",Iago Pachêco Gomes; Denis Fernando Wolf,https://doi.org/10.1007/s10846-020-01293-y,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"ICAR 2019 Special Issue.",Guilherme A. S. Pereira; Paulo L. J. Drews-Jr; Denis F. Wolf; Leonardo S. Mattos,https://doi.org/10.1007/s10846-021-01460-9,null,J,no_arxiv,0
